college_name,location,num_courses_offered,college_rating,exams_accepted,exam_count,min_fees,max_fees,avg_fees,placement_rating,min_package,max_package,avg_package
Vidhyadeep University,Surat,17,3.3,JEE Main / GUJCETCBSE 12th / ISCGSEB HSC +4,7,2.88,2.88,2.88,3.3,2.66,2.66,2.66
"University College of Engineering, Ariyalur, Anna University",Ariyalur,7,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,48.0,48.0,48.0,3.9,7.5,7.5,7.5
M.G Institute of Management & Technology,Lucknow,6,4.2,JEE Main / UPTACCUET +2,4,2.96,2.96,2.96,4.0,,,
Malineni Lakshmaiah Womens Engineering  College,Guntur,7,4.2,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,2.08,1.74,4.1,,,
BRCM College of Engineering and Technology,Bhiwani,10,3.5,JEE Main / HSTES,2,2.37,2.56,2.46,3.5,2.5,2.5,2.5
"Kakinada Institute of Technology and Science, Tirupati",East Godavari,9,3.5,AP EAMCET,1,1.72,1.72,1.72,3.0,,,
Institute of Engineering and Technology,Indore,6,3.8,CBSE 12th / ISCMPBSE 12th +1,3,3.3,3.3,3.3,3.9,,,
Global Institute Of Engineering And Technology,Vellore,10,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.1,,,
"Jaywant College of Engineering & Management, Killemachindragad",Sangli,6,2.2,MHT CETJEE Main,1,1.86,1.86,1.86,2.0,,,
Laxmi Institute of Technology,Gujarat - Other,7,3.6,JEE Main / GUJCET,2,3.15,3.15,3.15,3.6,4.5,4.5,4.5
Dr. Virendra Swarup Group of Institutions,Kanpur,4,3.4,JEE Main / UPTACCBSE 12th / UP 12th / ISC +4,8,2.45,2.45,2.45,2.9,,,
"Syed Ammal Engineering College (SAEC, Ramanathapuram)",Madurai,10,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.9,1.4,1.4,1.4
Bhaskar Engineering College,Ranga Reddy,8,4.0,TS EAMCET,1,1.76,2.0,1.88,3.6,,,
Loyola Institute of Technology and Management (LITM),Guntur,7,3.7,AP EAMCET,1,1.72,1.72,1.72,2.5,,,
Misrimal Navajee Munoth Jain Engineering College,Chennai,8,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.5,,,
St.Mary's Engineering College,Ranga Reddy,10,3.7,TS EAMCET,1,2.0,2.0,2.0,3.6,,,
Narasu's Sarathy Institute of Technology,Salem,8,4.5,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.5,2.5,2.5,2.5
Seacom Group of Colleges,Howrah,10,3.7,JEE Main / WBJEE,2,2.0,4.4,3.2,3.4,,,
"Scient Institute of Technology (SIT, Ibrahimpatnam)",Ibrahimpatnam,7,3.8,TS EAMCETTSEd / CET,2,2.2,3.04,2.62,3.8,2.9,3.31,3.1
BVC Engineering College,Rajahmundry,8,4.2,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,1.72,1.56,4.3,,,
DBRAU - Dr. Bhimrao Ambedkar University,Agra,3,3.3,– / –,1,1.65,1.65,1.65,2.7,,,
Bhagwant Institute of Technology,Maharashtra - Other,4,4.0,MHT CETJEE Main,1,1.86,1.86,1.86,4.0,,,
"Shri Ram Institute of Science & Technology, Jabalpur",Jabalpur,6,3.6,JEE Main / MP BEMPPET +2,4,96.0,96.0,96.0,3.5,,,
Siddhartha Institute Of Science And Technology,Chittoor,9,3.7,AP EAMCET,1,2.02,2.23,2.12,3.6,,,
Rishi M.S Institute of Engineering and Technology for Women,Hyderabad,3,4.2,TS EAMCET,1,2.4,2.4,2.4,4.1,,,
GIET College of Engineering,East Godavari,9,3.9,AP EAMCETCBSE 12th / BIEAP +2,4,1.4,2.04,1.72,3.5,,,
Salem College of Engineering and Technology,Salem,9,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.5,,,
Amrita Sai Institute of Science and Technology,Andhra Pradesh - Other,9,3.6,AP EAMCET,1,2.12,2.12,2.12,3.2,,,
Om Sterling Global University,Hisar,10,3.7,CUETCBSE 12th / ISCHBSE 12th +3,5,3.0,5.2,4.1,3.0,,,
Shekhawati Group of Institutions,Sikar,14,3.2,JEE Main / REAP,2,2.69,2.69,2.69,2.6,,,
"Madhuben and Bhanubhai Patel Institute of Technology, CVM University",Anand,4,4.0,JEE Main / GUJCET,2,2.84,2.84,2.84,4.0,4.0,4.0,4.0
G.V. Acharya Institute of Engineering and Technology,Maharashtra - Other,6,3.2,MHT CETJEE Main,1,2.88,2.88,2.88,3.4,,,
P.B. College of Engineering,Chennai,12,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.9,,,
Sri Vasavi Institute of Engineering and Technology,Andhra Pradesh - Other,7,4.0,AP EAMCET,1,1.4,1.72,1.56,3.8,,,
Kakinada Institute of Engineering and Technology,East Godavari,9,3.6,AP EAMCET,1,1.4,1.4,1.4,3.3,,,
Bikaner Technical University,Bikaner,17,3.4,JEE Main / REAP,2,1.96,1.96,1.96,3.4,5.2,5.2,5.2
K.L.N College of Information Technology,Madurai,10,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,2.9,,,
P.S.G.V.P. Mandal's D.N. Patel College of Engineering,Maharashtra - Other,7,3.5,MHT CETJEE Main,1,2.86,2.86,2.86,3.4,,,
"University College of Engineering, Panruti, Anna University",Cuddalore,8,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.2,7.5,7.5,7.5
ASET - Ahalia School of Engineering & Technology,Kerala - Other,6,3.8,KEAM,1,2.0,3.11,2.55,3.0,,,
Shree Venkateshwara Hi-Tech Engineering College,Erode,12,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.2,1.8,1.8,1.8
Paavai College of Engineering,Namakkal,9,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.2,,,
"Eluru College of Engineering and Technology (ECET, Eluru)",West Godavari,5,3.5,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,3.3,,,
DIET - Dumkal Institute Of Engineering And Technology,Murshidabad,8,3.3,JEE Main / WBJEE,2,1.4,1.87,1.64,2.2,,,
Vaish College of Engineering,Rohtak,8,3.3,JEE Main / HSTES,2,2.08,2.27,2.17,2.7,,,
SSM College of Engineering,Baramulla,5,3.3,JKCET,1,1.8,1.8,1.8,3.3,4.5,4.5,4.5
Truba Institute of Engineering and Information Technology,Bhopal,9,3.7,JEE Main / MPPETMP BECBSE 12th / ISCMPBSE 12th +5,8,1.2,1.2,1.2,3.3,,,
Arasu Engineering College,Thanjavur,11,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.2,3.65,3.65,3.65
Gwalior Institute of Information Technology,Gwalior,6,3.3,JEE Main / MPPETMP BE +2,4,91.2,91.2,91.2,3.0,,,
Agnel Institute of Technology and Design,Mapusa,7,2.9,JEE Main,1,5.28,5.36,5.32,2.9,3.0,3.0,3.0
MIT College of Railway Engineering and Research,Solapur,4,3.1,MHT CETJEE Main,1,2.36,2.36,2.36,3.5,,,
Cauvery Institute of Technology,Mandya,5,3.7,COMEDK UGETKCET,1,7.44,7.44,7.44,3.5,,,
"Sri Sai Group of Institutes, Badhani",Pathankot,7,3.0,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,2.2,,,
Kuppam Engineering College,Chittoor,9,3.8,AP EAMCETCBSE 12th / BIEAP +2,4,1.51,1.72,1.62,3.8,3.5,3.5,3.5
Apollo Institute of Technology,Kanpur,8,3.9,JEE Main / UPTAC,2,2.45,2.67,2.56,3.6,,,
Delhi College of Technology and Management,Faridabad,7,2.8,JEE Main / HSTES,2,2.12,2.55,2.34,2.6,,,
LMCST: Lourdes Matha College of Science and Technology,Thiruvananthapuram,7,3.6,KEAM,1,3.0,3.0,3.0,3.6,0.7,0.7,0.7
Bharatiya Engineering Science and Technology Innovation University,Anantapur,13,3.9,AP EAMCETCBSE 12th / ISCBIEAP +3,5,2.78,3.5,3.14,4.0,,,
St. Thomas Institute for Science and Technology,Trivandrum,7,4.0,KEAM,1,2.0,2.0,2.0,4.0,,,
Technocrats Institute of Technology and Science,Bhopal,10,3.8,JEE Main / MPPETMP BE +2,4,1.24,1.86,1.55,3.7,,,
SACS MAVMM Engineering College,Madurai,9,3.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.2,2.0,1.6,3.0,,,
GCT - Gnanamani College of Technology,Namakkal,14,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.8,3.0,3.0,3.0
Gopal Narayan Singh University,Sasaram,2,3.8,CUET,1,4.0,4.0,4.0,3.8,2.8,2.8,2.8
Lokmanya Tilak Jankalyan Shikshan Sanstha's Priyadarshini Bhagwati College of Engineering,Nagpur,6,3.7,MHT CETJEE Main,1,3.8,3.96,3.88,3.7,3.3,3.3,3.3
Vijaya Rural Engineering College,Telangana - Other,7,3.0,TS EAMCET,1,1.82,1.82,1.82,2.3,,,
"St. Thomas College of Engineering and Technology, Chengannoor",Kerala - Other,8,3.6,KEAM,1,1.5,1.5,1.5,3.3,,,
Rajiv Gandhi College of Engineering,Chennai,9,3.3,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.6,,,
BMU - Baba Mast Nath University,Rohtak,4,2.7,JEE Main / HSTES,2,2.4,2.4,2.4,2.7,6.05,6.05,6.05
R.V. Institute of Technology,Uttar Pradesh - Other,6,3.5,JEE Main / UPTACCUET +2,4,2.45,2.45,2.45,3.4,,,
Brahmdevdada Mane Institute of Technology,Solapur,5,4.1,MHT CETJEE Main,1,3.06,3.06,3.06,3.8,,,
Arunachala College of Engineering for Women,Tamil Nadu - Other,7,4.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.4,2.2,4.7,3.2,3.2,3.2
Vivekananda Institute of Technology,Jaipur,10,3.6,JEE Main / REAP,2,2.4,2.96,2.68,3.0,,,
Dewan VS Group of Institutions India,Meerut,13,3.5,JEE Main / UPTAC,2,1.65,2.45,2.05,3.0,,,
Vivekananda College of Technology and Management,Aligarh,8,4.3,JEE Main / UPTACCUET +2,4,2.45,2.45,2.45,4.1,,,
Santhiram Engineering College (SREC Kurnool),Kurnool,7,3.5,AP EAMCET,1,1.4,1.85,1.62,3.5,3.5,3.5,3.5
SGI - Samalkha Group of Institutions,Panipat,20,3.2,CBSE 12th / ISCHBSE 12th / HSTES +2,5,3.67,4.89,4.28,2.7,,,
Bheemanna Khandre Institute of Technology,Karnataka - Other,10,3.4,COMEDK UGETKCET,1,3.86,7.44,5.65,2.5,,,
BIMT - Bells Institute of Management & Technology,Shimla,10,1.4,JEE Main / HPCET,2,2.07,2.79,2.43,1.0,,,
"Government College of Engineering- Kalahandi, Biju Patnaik University of Technology",Orissa - Other,8,3.5,JEE Main / OJEE,2,1.23,1.63,1.43,2.5,,,
Gyan Sagar College of Engineering,Sagar,5,3.7,JEE Main / MP BEMPPET +2,4,91.2,91.2,91.2,3.4,,,
Jeppiaar University,Chennai,6,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,6.4,6.4,6.4,4.1,,,
St. Peter's Institute of Higher Education and Research,Chennai,14,3.2,CBSE 12th / ISCTamilnadu 12th +1,3,1.88,5.03,3.46,3.2,2.0,2.0,2.0
Aditya college of Technology and Science,Satna,8,3.1,JEE Main / MP BEMPPET +2,4,1.04,1.04,1.04,2.9,,,
Sreenivasa Institute of Technology and Management Studies,Chittoor,11,3.9,AP EAMCET,1,1.4,2.32,1.86,3.9,3.6,3.6,3.6
Hansaba College of Engineering and Technology,Patan,4,4.5,JEE Main / GUJCET,2,3.11,3.11,3.11,4.3,,,
D.M.I. Engineering College,Kanyakumari,7,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Karmayogi Engineering College,Solapur,4,3.7,MHT CETJEE Main,1,3.08,3.08,3.08,3.4,,,
Modern Institute of Technology and Research Centre (MITRC),Alwar,7,3.6,JEE Main / REAP,2,2.1,2.69,2.4,3.3,,,
Vivekanand Institute of Technology and Science,Ghaziabad,6,3.7,JEE Main / UPTAC,2,2.45,2.65,2.55,3.4,,,
"Government Engineering College, Chamarajanagar",Chamarajanagar,4,3.3,KCET,1,1.63,1.63,1.63,2.5,,,
"Matsyodari Shikshan Sanstha's College of Engineering and Technology, Jalna",Maharashtra - Other,4,3.9,MHT CETJEE Main,1,2.72,2.72,2.72,3.9,3.0,3.0,3.0
Shri Ram Group of Colleges,Muzaffarnagar,7,3.7,JEE Main / UPTAC,2,1.65,2.45,2.05,3.1,,,
Kerala University of Fisheries and Ocean Studies,Kochi,1,3.8,KEAMICAR AIEEA,1,2.64,2.64,2.64,3.8,2.89,2.89,2.89
Rajiv Gandhi College of Engineering & Research,Nagpur,9,3.1,MHT CETJEE Main,1,3.2,4.0,3.6,2.8,,,
"School of Engineering and Technology, Apeejay Stya University",Gurgaon,4,3.8,CUET,1,10.4,11.41,10.9,3.8,,,
KMCT College of Engineering for Women,Kozhikode,7,3.7,KEAM,1,2.0,2.0,2.0,3.2,,,
Warangal Institute of Technology Science,Warangal,5,4.0,TS EAMCET,1,1.8,1.8,1.8,4.0,,,
"Government Engineering College, Arwal",Gaya,6,4.3,JEE Main / BCECEBihar UGEAC +2,4,4.13,4.13,4.13,3.9,,,
Future University,Bareilly,7,3.2,CUET,1,2.7,5.25,3.98,1.0,,,
CT Group of Institutions (South Campus),Jalandhar,3,3.8,JEE Main,1,2.1,2.4,2.25,3.8,4.05,4.05,4.05
Chhotubhai Gopalbhai Patel Institute of Technology,Surat,11,4.1,JEE Main / GUJCET,2,3.48,3.48,3.48,4.1,1.8,1.8,1.8
Annapoorana Engineering College,Salem,9,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.4,2.2,3.8,2.4,2.4,2.4
RKDF Institute of Science and Technology (RKDFIST),Bhopal,10,3.2,CBSE 12th / ISCMPBSE 12th +1,3,1.5,2.2,1.85,2.7,,,
SITYOG Institute of Technology,Bihar - Other,6,4.0,CBSE 12th / ISCBSEB 12th / DCECE +2,5,2.37,3.72,3.04,3.5,,,
Eranad Knowledge City,Malappuram,10,3.1,KEAM,1,2.0,2.0,2.0,2.3,,,
M.A.M College of Engineering and Technology,Tiruchirappalli,7,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,1.83,1.83,1.83
"Sagar Institute of Science, Technology and Engineering",Bhopal,5,4.7,JEE Main / MPPETMP BE +2,4,1.92,2.8,2.36,4.6,,,
Parisutham Institute of Technology and Science,Thanjavur,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Godavari Global University,Rajahmundry,3,3.7,JEE Main / AP EAMCET,2,2.4,3.0,2.7,2.9,,,
A.M.Reddy Memorial College of Engineering and Technology,Guntur,10,4.2,AP EAMCET,1,1.05,1.72,1.38,4.2,5.0,5.0,5.0
Sree Chaitanya College of Engineering,Karimnagar,6,3.9,TS EAMCET,1,2.52,2.52,2.52,3.6,,,
Netaji Institute of Engineering and Technology,Hyderabad,5,3.6,TS EAMCET,1,1.68,1.8,1.74,3.0,,,
Institute of Engineering and Technology,Alwar,17,3.4,JEE Main / REAP,2,2.33,2.69,2.51,2.8,,,
Sree Chaitanya Institute of Technological Sciences (SCITS),Karimnagar,7,4.0,TS EAMCET,1,1.35,2.4,1.88,4.0,3.5,3.5,3.5
Indra Ganesan College of Engineering,Tiruchirappalli,9,3.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,2.5,,,
Adina Institute of Science and Technology,Sagar,5,3.6,JEE Main / MP BEMPPET +2,4,90.0,90.0,90.0,3.3,,,
Pollachi Institute Of Engineering And Technology,Coimbatore,7,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,5.0,,,
"College of Biotechnology, Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan",Mathura,1,3.8,ICAR AIEEA,1,2.8,2.8,2.8,2.0,,,
Quest Group of Institutions,Mohali,6,3.6,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,3.1,,,
School of Aeronautics,Neemrana,3,3.6,JEE Main / REAP,2,2.96,9.2,6.08,3.5,,,
Pailan College of Management and Technology - PCMT,Kolkata,8,3.1,JEE Main / WBJEE,2,1.9,4.5,3.2,2.4,,,
"Jawaharlal Nehru College Of Technology, Rewa",Rewa,6,2.6,JEE Main / MPPETMP BE +2,4,96.0,96.0,96.0,2.6,,,
Dr. M.C. Saxena Group of Colleges (MCSGOC),Lucknow,8,2.9,JEE Main / UPTACCUET +2,4,2.45,2.45,2.45,1.9,,,
Sri Venkateswara College of Engineering and Technology,Srikakulam,11,3.5,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,3.0,,,
Vishveshwarya Institute of Technology,Noida,2,4.2,JEE Main / UPTAC,2,2.2,2.2,2.2,4.0,,,
Uttar Banga Krishi Viswavidyalaya,Coochbehar,1,3.8,JEE Main / WBJEE,2,1.06,1.06,1.06,1.8,,,
"Rajiv Gandhi University of Knowledge Technologies, Nuzvid",Krishna,8,4.3,CBSE 12th / ISCBIEAP +1,3,2.9,2.9,2.9,4.0,,,
Shri Ram Murti Smarak College of Engineering and Technology,Lucknow,8,3.9,JEE Main / SRMS EETCBSE 12th / UP 12th / ISC +4,8,3.89,4.67,4.28,3.9,4.03,4.03,4.03
Indraprastha Institute of Management and Technology,Saharanpur,7,3.1,JEE Main / UPTAC,2,2.45,2.45,2.45,3.0,,,
Aurora Higher Education and Research Academy (Deemed-to-be-University),Hyderabad,12,4.0,JEE Main / TS EAMCETCUET +2,4,6.0,6.0,6.0,3.5,,,
Chhatrapati Shivaji Institute of Technology,Chhattisgarh - Other,15,3.8,JEE Main / CG PET,2,2.25,2.73,2.49,3.8,3.6,3.6,3.6
"Institute of Technology Roorkee, RCP Universe Group of Institutions",Roorkee,5,3.5,JEE Main,1,2.22,2.22,2.22,3.7,,,
"Muslim Association College of Engineering, Venjaramoodu",Thiruvananthapuram,6,4.3,KEAM,1,2.0,2.0,2.0,4.2,,,
"Modi Institute of Technology (MIT, Kota)",Kota,8,3.2,JEE Main / REAP,2,2.33,2.69,2.51,2.6,,,
Rajamahendri Institute Of Engineering and Technology,Rajahmundry,6,3.1,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,2.7,,,
"Metropolitan Institute of Technology and Management, Sindhudurg",Maharashtra - Other,5,2.8,MHT CETJEE Main,1,2.14,2.14,2.14,1.0,,,
Bapatla Women's Engineering College,Guntur,5,3.6,AP EAMCET,1,1.4,1.72,1.56,3.3,,,
Apex Group of Institutions,Jaipur,6,3.0,JEE Main / HSTES,2,1.52,1.53,1.52,2.5,,,
Alpine Institute of Technology,Ujjain,6,3.2,JEE Main / MP BEMPPET +2,4,96.0,96.0,96.0,2.4,,,
S. N. Patel Institute of Technology And Research Centre,Surat,7,3.6,JEE Main / GUJCET,2,2.6,2.6,2.6,3.4,,,
Wellfare Institute of Science Technology and Management,Visakhapatnam,5,4.1,AP EAMCET,1,1.72,1.72,1.72,3.5,,,
K.B.N. College of Engineering,Gulbarga,8,2.2,KCET,1,3.86,3.86,3.86,1.0,,,
College of Agricultural Engineering and Technology,Samastipur,2,3.9,CBSE 12th / ISCBSEB 12th +1,3,16.0,16.0,16.0,3.9,5.75,5.75,5.75
Sumathi Reddy Institute of Technology for Women,Warangal,6,4.3,TS EAMCET,1,2.6,3.4,3.0,4.2,,,
Gurgaon College of Engineering,Gurgaon,6,2.6,JEE Main / HSTES,2,2.4,2.94,2.67,1.6,,,
Noble University,Junagadh,6,3.6,JEE Main / GUJCETCBSE 12th / ISCGSEB HSC +4,7,2.4,2.43,2.42,2.5,,,
Anu Bose Institute of Technology,Khammam,8,4.3,TS EAMCET,1,3.8,3.8,3.8,4.3,,,
"Astral Institute of Technology and Research (Astral, Indore)",Indore,5,2.9,JEE Main / MPPETMP BE +2,4,91.2,91.2,91.2,2.5,,,
Aurora's Scientific Technological and Research Academy,Hyderabad,13,3.4,TS EAMCETTS ECET,1,2.0,2.04,2.02,3.4,1.41,1.41,1.41
Dadasaheb Mokashi College of Food Technology,Satara,1,3.8,MHT CETJEE Main / ICAR AIEEA +2,4,4.18,4.18,4.18,4.0,,,
Panchkula Engineering College (PEC Panchkula),Panchkula,7,3.0,JEE Main / HSTES,2,2.2,2.31,2.26,3.0,,,
Yenepoya (Deemed to be university),Mangalore,10,3.2,KCETCBSE 12th / ISCKarnataka 2nd PUC +3,5,8.0,13.01,10.5,3.2,5.0,5.0,5.0
Latha Mathavan Engineering College,Madurai,5,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.4,,,
Bonam Venkata Chalamayya Engineering College,East Godavari,8,3.9,JEE Main / AP EAMCET,2,2.2,2.2,2.2,3.7,,,
H.M.S Institute of Technology,Tumkur,7,2.7,KCET,1,2.4,3.86,3.13,1.9,,,
L.R. Group of Institutes,Solan,6,3.8,JEE Main / HPCET,2,2.48,2.48,2.48,3.0,,,
Bhagwant University Ajmer (BUA),Ajmer,28,3.8,JEE Main / CUET,2,2.35,3.1,2.72,3.3,,,
Vignan Institute of Technology and Management,Ganjam,8,3.2,JEE Main / OJEE,2,1.74,2.32,2.03,2.2,,,
Vidya College of Engineering,Meerut,16,3.9,JEE Main / UPTAC,2,2.45,3.17,2.81,3.4,,,
C Byregowda Institute of Technology,Karnataka - Other,8,4.1,COMEDK UGETKCET,1,3.86,7.44,5.65,3.4,,,
Universal College Of Engineering And Technology,Guntur,9,4.1,AP EAMCET,1,1.4,1.72,1.56,4.1,3.1,3.1,3.1
"Career Point University, Hamirpur",Hamirpur,9,3.3,JEE Main / CBSE 12th / ISCHPBOSE 12th / HPCET +4,8,4.08,4.08,4.08,2.7,,,
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,Palampur,1,3.8,ICAR AIEEA,1,1.64,1.64,1.64,2.0,,,
Matu Ram Institute of Engineering & Management,Rohtak,5,3.5,JEE Main / HSTES,2,1.15,1.53,1.34,2.6,,,
Bharti Group of Institutions,Durg,7,3.2,JEE Main / CG PETCBSE 12th / ISCCGBSE 12th +4,7,1.31,1.31,1.31,3.1,,,
"University College of Engineering, Pattukkottai",Thanjavur,8,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Baselios Mathews II College of Engineering,Kollam,10,3.3,KEAM,1,2.0,2.0,2.0,2.9,,,
Government Engineering College Bidar,Bidar,4,4.1,KCET,1,1.63,1.63,1.63,3.5,,,
Islamiah Institute of Technology,Bangalore,7,2.6,KCET,1,2.26,3.86,3.06,1.8,,,
"School of Research & Technology, People's University",Bhopal,8,3.8,JEE Main / ISCMPBSECUET +2,4,2.1,3.0,2.55,3.5,,,
T. John Group of Institutions,Bangalore,8,3.2,JEE Main / COMEDK UGETKCET +2,4,5.25,13.0,9.12,3.2,3.0,3.0,3.0
Sree Vahini Institute of Science and Technology,Andhra Pradesh - Other,8,4.0,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,2.06,1.89,4.0,4.5,4.5,4.5
ICCS College of Engineering and Management,Thrissur,5,4.0,KEAM,1,2.0,2.0,2.0,4.0,,,
Miracle Educational Society Group of Institutions,Vizianagaram,5,3.7,AP EAMCET,1,1.72,1.72,1.72,3.2,,,
KITM - Kurukshetra Institute of Technology and Management,Kurukshetra,8,3.2,JEE Main / HSTES,2,2.14,2.32,2.23,2.5,,,
"College of Engineering, Pathanapuram",Kerala - Other,6,3.1,KEAM,1,2.6,2.6,2.6,3.1,3.24,3.24,3.24
Malwa Institute of Science & Technology,Indore,7,3.8,JEE Main / MP BEMPPETCBSE 12th / ISCMPBSE 12th +5,8,1.17,1.17,1.17,3.3,,,
U V Patel College of Engineering,Gujarat - Other,17,4.1,JEE Main / GUJCET,2,4.35,8.3,6.32,3.6,,,
Hasmukh Goswami College of Engineering,Ahmedabad,10,3.4,JEE Main / GUJCET,2,1.83,2.56,2.2,2.7,,,
Haryana Institute of Technology,Jhajjar,5,2.9,JEE Main / HSTES,2,1.8,2.0,1.9,2.5,,,
"Rungta College, Bhilai",Bhilai,2,3.8,– / –,1,90.0,3.04,46.52,3.8,3.54,3.54,3.54
KMM Institute Of Technology And Science,Tirupati,7,3.1,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,2.7,,,
South Point Institute of Technology & Management,Sonepat,5,2.9,JEE Main / HSTES,2,1.72,1.8,1.76,1.7,,,
SKIET - Shri Krishan Institute of Engineering and Technology,Kurukshetra,9,2.4,JEE Main / HSTES,2,1.72,1.97,1.84,1.8,,,
St. Soldier Group of Institutions,Jalandhar,8,4.3,CBSE 12th / ISCPSEB 12th +1,3,2.4,2.42,2.41,3.8,,,
Bheema Institute of Technology and Science,Kurnool,7,3.0,AP EAMCET,1,1.2,1.72,1.46,2.3,,,
Rise Krishna Sai Prakasam Group of Institutions,Prakasam,7,3.6,AP EAMCET,1,1.72,1.72,1.72,3.4,,,
Shri Shankaracharya Institute of Engineering and Technology,Durg,4,2.4,JEE Main / CG PET,2,2.4,2.4,2.4,1.0,,,
Sampoorna Institute of Technology and Research,Ramanagara,9,1.0,COMEDK UGETKCET,1,3.86,3.86,3.86,1.0,,,
"Musaliar College of Engineering & Technology, Pathanamthitta",Pathanamthitta,7,3.9,KEAM,1,2.0,2.0,2.0,3.8,,,
PR Patil College of Engineering And Technology (PRPCET),Amravati,5,3.7,MHT CETJEE Main,1,3.12,3.12,3.12,3.2,,,
Eswar College of Engineering,Guntur,11,3.8,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,3.8,3.4,3.4,3.4
"University College of Engineering, Thirukkuvalai",Nagapattinam,9,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.0,,,
Srinivasa Institute of Engineering and Technology,Andhra Pradesh - Other,6,3.4,AP EAMCET,1,1.83,1.83,1.83,3.4,3.6,3.6,3.6
Sri Venkateswara Institute of Technology,Anantapur,7,2.9,AP EAMCETCBSE 12th / BIEAP +2,4,1.72,1.72,1.72,2.6,,,
IFTM University,Moradabad,1,3.8,CUET,1,3.68,3.68,3.68,3.8,1.8,1.8,1.8
Radharaman Engineering College,Bhopal,6,3.5,JEE Main / MPPET,2,85.2,85.2,85.2,3.0,,,
Doon Valley Group of Institutes,Karnal,8,3.5,JEE Main / HSTES,2,1.54,1.54,1.54,2.4,,,
Cheran College of Technology,Tirupur,6,4.1,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,,,
Arya College of Engineering and Research Centre,Jaipur,5,4.0,JEE Main / REAP,2,2.96,2.96,2.96,4.0,,,
Seemanta Engineering College,Orissa - Other,7,3.5,JEE Main / OJEE,2,1.67,2.2,1.94,2.7,,,
CLG Institute of Engineering and Technology,Rajasthan - Other,5,3.8,JEE Main / REAP,2,1.96,1.96,1.96,3.5,,,
J.K.K. Munirajah College of Technology - JKKMCT,Erode,16,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,1.25,2.0,1.62,4.2,1.53,1.53,1.53
G. M. Vedak Institute of Technology,Raigad,4,3.1,MHT CETJEE Main,1,1.71,1.71,1.71,2.0,,,
Dr. Jivraj Mehta Institute Of Technology,Anand,5,3.5,JEE Main / GUJCET,2,2.4,2.4,2.4,3.2,,,
"Sinhgad Institutes, Pune - Sinhgad Engineering Institutes",Pune,1,3.8,MHT CETJEE Main,1,3.75,3.75,3.75,3.5,,,
